ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Date and Time,Eelgrass coverage/density,Other - Eelgrass coverage/density,Bottom Type,Other - Bottom Type,Edge Present (patchiness),Motile Organisms,Other - Motile Organisms,Tunicates and other adhered organisms,Other - Tunicates and other adhered organisms,Algae Survey (not adhered to eelgrass),Reproduction,Other - Reproduction,Techniques deployed here,Other - Techniques deployed here,Researchers' Name/s,"filename of footage, tracks etc.",Length of Longest Leaf,Shoot Width,Number of leaves per plant,x,y
58,600e2563-8b42-4fdd-a5c5-1b28652d8d86,7/30/2019 8:08:34 PM,,7/31/2019 8:56:53 PM,susangbryant_Cohasset,7/30/2019 8:02:00 PM,75,,"stony_cobble,mud_more_slick_than_sand",,all_the_same_no_edge,"periwinkle_snail,other",Creature double feature ,"smaller_than_1_cm,larger_than_1_cm,orange,calciferous_coverage,epiphytes,other",Albino tunicates,none,none,,"gopro_video_on_quadrat,plant_sample_collected_for_lab,gopro_swimming,wading,quadrat_observations_by_swimmer",,Lucy susan,GH016485 Many GoPro drops and drags,100_cm,,6,-70.7752186060611,42.2526456183216
59,cb1f11f8-b715-4345-bb35-b5b84e7537d7,7/30/2019 8:14:58 PM,,7/30/2019 8:14:58 PM,,7/30/2019 8:10:00 PM,50,,"mud_more_slick_than_sand,gravel",,all_the_same_no_edge,"periwinkle_snail,hermit_crab",,"larger_than_1_cm,orange,calciferous_coverage,epiphytes",,none,none,,"quadrat_observations_by_swimmer,wading",,Susan,,100_cm,,,-70.7751547359589,42.2526213946214
60,24f5e2fb-de81-46a2-a08e-0ad13570962e,7/30/2019 8:20:03 PM,,7/30/2019 8:20:03 PM,,7/30/2019 8:15:00 PM,75,,"sand,gravel",,all_the_same_no_edge,periwinkle_snail,,"smaller_than_1_cm,larger_than_1_cm,orange,calciferous_coverage,epiphytes,other",More calc here than west,none,none,,"gopro_video_on_quadrat,quadrat_observations_by_swimmer,wading",,Lucy geese ,,100_cm,,,-70.7750425022755,42.2525794851056
61,e74bff03-3263-432b-b347-343154f1a085,7/30/2019 8:23:32 PM,,7/30/2019 8:23:32 PM,,7/30/2019 8:21:00 PM,none,,stony_cobble,,edge_visible_within_3_meters,,,"smaller_than_1_cm,larger_than_1_cm,orange,calciferous_coverage",,"red,filamentous_like_hairfur,air_bladders,brown,green,dendritictreelike",none,,"wading,gopro_video_on_quadrat",,Susan,Bare patch,100_cm,,,-70.7749019377593,42.2525182133934
62,17d39ac5-33a5-40c2-b54c-681542c605e3,7/30/2019 8:26:57 PM,,7/30/2019 8:26:57 PM,,7/30/2019 8:23:00 PM,50,,"stony_cobble,sand",,edge_visible_within_3_meters,other,Shrimp 3cm,"smaller_than_1_cm,larger_than_1_cm",,none,none,,wading,,Susan,,,,,-70.7748418395135,42.2524859849757
63,8d9225e3-a9ef-454c-84e7-11e4adb6056c,7/30/2019 8:29:59 PM,,7/30/2019 8:29:59 PM,,7/30/2019 8:27:00 PM,50,,gravel,,edge_visible_within_3_meters,"periwinkle_snail,hermit_crab",,"smaller_than_1_cm,larger_than_1_cm,orange,calciferous_coverage,epiphytes",,"filamentous_like_hairfur,red,brown,air_bladders,green,dendritictreelike",none,,"wading,gopro_video_on_quadrat",,Susan Lucy,,,,,-70.7748145983282,42.252493319141
64,03b93b87-4c63-48b6-a078-ae236655f6b9,7/30/2019 8:32:34 PM,,7/31/2019 8:54:27 PM,susangbryant_Cohasset,7/30/2019 8:30:00 PM,none,,stony_cobble,,all_the_same_no_edge,hermit_crab,,"larger_than_1_cm,other,orange",Purple on rocks,"brown,air_bladders,green,dendritictreelike,filamentous_like_hairfur,red",,,wading,,Eastern Edge Eu oysters too,,,,,-70.7747685816798,42.2524845181427
65,576db4d7-44b9-4753-80c5-4a5d870c9a11,7/30/2019 8:41:13 PM,,7/31/2019 8:54:02 PM,susangbryant_Cohasset,7/30/2019 8:38:00 PM,25_,,"stony_cobble,gravel",,edge_visible_within_3_meters,periwinkle_snail,,"larger_than_1_cm,orange,calciferous_coverage,epiphytes",,"dendritictreelike,green,air_bladders,brown",none,,"gopro_video_on_quadrat,wading",,Lucy Edge outside Glades crescent ,,75_cm,,,-70.774684427372,42.2529741051069
66,1bf61c23-30ca-4b2c-b84b-423fe4dc0be2,7/30/2019 8:48:49 PM,,7/31/2019 8:51:35 PM,susangbryant_Cohasset,7/30/2019 8:46:00 PM,25_,,stony_cobble,,edge_visible_within_3_meters,,,"smaller_than_1_cm,orange,calciferous_coverage",,,seed_podsbranchiness,,wading,,Lucy Susan Edge inside glades crescent ,,50_cm,,,-70.7740359195236,42.2533566132581
67,3370f103-24ca-4616-9eb7-de3fa68d053d,8/1/2019 10:36:48 PM,,8/1/2019 10:36:48 PM,,8/1/2019 9:55:00 PM,other,,"gravel,stony_cobble,shells",,edge_visible_within_3_meters,,,"epiphytes,calciferous_coverage",,"filamentous_like_hairfur,kelp",,,"float_over,gopro_video_on_quadrat",,,,,,,-70.7742376719329,42.2565465141481
68,debab41f-2084-40bd-a922-1f3f64016e64,8/1/2019 10:36:49 PM,,8/1/2019 10:36:49 PM,,8/1/2019 9:51:00 PM,other,,other,,,,,,,,,,"float_over,secci_disk,gopro_video_on_quadrat",,,Succi disk not at bottom but 2.5 m visibility ,,,,-70.7770616189304,42.256174734833
69,f1f1bee1-9059-40c0-93c8-b94aa50f419b,8/1/2019 10:36:49 PM,,4/22/2020 8:41:28 PM,lucyayclay_Cohasset2,8/1/2019 9:45:00 PM,75,,other,Can’t see that far,edge_visible_within_3_meters,"Periwinkle_Snail,fish",,,,,,,"float_over,gopro_video_on_quadrat",,Susan Connie ,GH016517,,,,-70.7816580031726,42.2541516786835
70,ede07d18-6b61-4d3f-8d9a-e5efe102e2a2,8/1/2019 10:36:49 PM,,8/1/2019 10:36:49 PM,,8/1/2019 9:43:00 PM,none,,other,,all_the_same_no_edge,,,,,"filamentous_like_hairfur,kelp,red",,,"float_over,secci_disk,gopro_video_on_quadrat",,"Connie, Susan ",,,,,-70.7833778020654,42.2541909898093
71,b47b8560-4b99-4821-acb7-769690143231,8/1/2019 10:36:49 PM,,8/1/2019 10:36:49 PM,,8/1/2019 9:37:00 PM,50,,,,edge_visible_within_3_meters,,,"orange,larger_than_1_cm,epiphytes",,,seed_podsbranchiness,,"float_over,gopro_video_on_quadrat,gps_waypoint_marked",,,,,,,-70.7844268810663,42.2539684921897
72,4bd02b48-87cb-45a2-aeca-e3d3e4226123,8/1/2019 10:36:50 PM,,8/13/2019 8:04:06 PM,susangbryant_Cohasset,8/1/2019 9:23:00 PM,other,,other,,edge_visible_within_3_meters,,,"smaller_than_1_cm,orange,epiphytes",,"red,filamentous_like_hairfur",,,"float_over,gopro_video_on_quadrat",,,,,,,-70.7859481126729,42.2538485052457
73,29443206-2db0-406a-a2ad-23f0875d0641,8/1/2019 10:36:50 PM,,8/1/2019 10:36:50 PM,,8/1/2019 9:13:00 PM,50,,"shells,sand",,edge_visible_within_3_meters,,,,,none,seed_podsbranchiness,,"float_over,gopro_video_on_quadrat,gps_waypoint_marked",,,,75_cm,,,-70.7860881742749,42.253143587189
74,ce65f344-0075-4b90-99f6-2a6fce41b024,8/1/2019 10:36:50 PM,,8/1/2019 10:36:50 PM,,8/1/2019 9:06:00 PM,50,,"sand,shells",,edge_visible_within_3_meters,,,epiphytes,,none,none,,"float_over,gopro_video_on_quadrat",,,,100_cm,,,-70.7864571456525,42.2527640965229
75,a2233acc-4c6a-4813-82e0-90bac9d5152f,8/1/2019 10:36:51 PM,,8/1/2019 10:36:51 PM,,8/1/2019 9:01:00 PM,25_,,"sand,solid_granite_rock",,edge_visible_within_3_meters,,,,,"filamentous_like_hairfur,brown,red,kelp",,,float_over,,,,,,,-70.7876095735196,42.2527288506201
76,1ffd2fca-6284-491d-a179-e5f2068b2757,8/1/2019 10:36:51 PM,,8/1/2019 10:36:51 PM,,8/1/2019 8:52:00 PM,75,,"sand,gravel",,edge_visible_within_3_meters,"spider_crab,periwinkle_snail",,"smaller_than_1_cm,calciferous_coverage",,"kelp,filamentous_like_hairfur,brown",seed_podsbranchiness,,"gopro_video_on_quadrat,swimmers_in_50_radius_observing,gopro_swimming,plant_sample_collected_for_lab,quadrat_observations_by_swimmer,secci_disk",,,,,,,-70.7866594847951,42.2523449175453
77,3f502884-f4fa-41d1-8d2e-7d18155591a2,8/1/2019 10:36:51 PM,,8/1/2019 10:36:51 PM,,8/1/2019 8:19:00 PM,other,,sand,,edge_visible_within_3_meters,,,,,,seed_podsbranchiness,,"float_over,gopro_video_on_quadrat,gps_waypoint_marked",,,,,,,-70.7864870690469,42.2523459652832
78,576fe368-0877-479d-b830-3a64e710cd64,8/2/2019 3:08:45 PM,,8/2/2019 3:08:45 PM,,8/2/2019 3:01:00 PM,other,Un aware ,gravel,,all_the_same_no_edge,other,"Geese, seagulls ","larger_than_1_cm,orange",,none,none,,"float_over,gopro_video_on_quadrat,secci_disk",,,,,,,-70.7748937234942,42.2529329080528
79,de28e740-5b73-40e9-a22a-e6e8bb6910e2,8/2/2019 3:14:40 PM,,8/2/2019 3:14:40 PM,,8/2/2019 3:12:00 PM,none,,,,,,,,,,,,float_over,,," Disk visibility:  4 m, ",,,,-70.7747794781539,42.2558929352483
80,e8328eb8-da1f-4709-8f1b-8780db1be997,8/7/2019 3:31:55 PM,,8/7/2019 3:31:55 PM,,8/7/2019 3:22:00 PM,100,,mud_more_slick_than_sand,,all_the_same_no_edge,periwinkle_snail,,"larger_than_1_cm,orange",,"red,dendritictreelike",none,,"float_over,swimmers_in_50_radius_observing",,"Noah S, Liam H, Haley C, Sammy H, Jacob V, Blake M, and Susan Bryant.",,100_cm,8mm,4,-70.7785072457704,42.2491556452981
81,7a375d78-3555-4b85-bae4-f1d4af8be007,8/13/2019 8:53:30 PM,,8/13/2019 8:53:30 PM,,8/13/2019 8:50:00 PM,1_solo_colonizing_plant,,mud_more_slick_than_sand,,edge_visible_within_3_meters,hermit_crab,,,,,solo_colonizing_plant_from_seed,,"float_over,gopro_video_on_quadrat,wading",,Alex Rowe,,50_cm,4mm,,-70.7813709937836,42.2458329549448
82,97115add-dc72-46bc-a99c-8b83ff61ccaf,8/13/2019 8:53:44 PM,,8/13/2019 8:53:44 PM,,8/13/2019 8:49:00 PM,1_solo_colonizing_plant,,mud_more_slick_than_sand,,edge_visible_within_3_meters,hermit_crab,,,,none,solo_colonizing_plant_from_seed,,"float_over,gopro_video_on_quadrat,wading,underwater_photograph",,"Susan Bryant, Alex Rowe",,50_cm,4mm,,-70.781397409803,42.2458500741443
83,29b1d580-6416-4d86-b136-7dfd1a119c2c,8/13/2019 9:01:58 PM,,8/13/2019 9:01:58 PM,,8/13/2019 8:58:00 PM,1_solo_colonizing_plant,,mud_more_slick_than_sand,,edge_visible_within_3_meters,,,,,none,solo_colonizing_plant_from_seed,,"float_over,gopro_video_on_quadrat,wading",,"SBryant, ARowe",,25_cm,,,-70.780903045154,42.2457784507817
84,2363aa35-36c7-4a85-9ca3-f29bc8655038,8/13/2019 9:11:00 PM,,8/13/2019 9:11:00 PM,,8/13/2019 9:08:00 PM,none,,"mud_more_slick_than_sand,sand",,all_the_same_no_edge,other,Work?,,,,,,"wading,gopro_video_on_quadrat",,,,,,,-70.7810978439906,42.245411241931
85,f76fabb8-bdf6-4025-9cfb-fc849db1ea3f,8/13/2019 9:18:40 PM,,8/13/2019 9:18:40 PM,,8/13/2019 9:18:00 PM,none,,,,,,,,,,,,float_over,,,,,,,-70.7819313321812,42.2449829977146
86,7a164fad-1342-4b6d-9633-8daadfcb752d,8/13/2019 9:19:32 PM,,8/13/2019 9:19:32 PM,,8/13/2019 9:18:00 PM,none,,,,,,,,,,,,float_over,,,,,,,-70.7819688041422,42.2450283123574
87,8457a773-5906-4e04-9600-f42486439f64,8/14/2019 8:44:21 PM,,8/14/2019 8:44:21 PM,,8/14/2019 8:43:00 PM,other,,,,,,,,,,,,"float_over,gopro_video_on_quadrat",,Lucy Alex,,,,,-70.7810345572147,42.2483840492016
88,7a372600-89aa-469f-bd59-cd94243380f7,8/14/2019 8:49:15 PM,,8/14/2019 8:49:15 PM,,8/14/2019 8:48:00 PM,other,,,,,,,,,,,,"float_over,gopro_video_on_quadrat",,,,,,,-70.7809013687733,42.248249058651
89,57d2af03-dc07-4566-aa62-bf93c5298352,8/14/2019 8:50:07 PM,,8/14/2019 8:50:07 PM,,8/14/2019 8:49:00 PM,other,,,,,,,,,,,,"float_over,gopro_video_on_quadrat",,,,,,,-70.7808165439132,42.2484483803085
90,b7eff57a-e380-47a7-80fe-7f9e952cd183,8/14/2019 8:52:16 PM,,8/14/2019 8:52:16 PM,,8/14/2019 8:52:00 PM,other,,,,,,,,,,,,"float_over,gopro_video_on_quadrat",,,,,,,-70.7804799266819,42.2482654452717
91,1c73ccd2-2486-4eef-94a3-1dd6ffa10abd,8/14/2019 8:56:53 PM,,8/14/2019 8:56:53 PM,,8/14/2019 8:56:00 PM,100,,,,,,,,,,,,float_over,,,,,,,-70.780348079345,42.2482835501826
92,7a8e0f4c-7779-4423-8415-868afec1be05,8/14/2019 8:58:15 PM,,8/14/2019 8:58:15 PM,,8/14/2019 8:57:00 PM,other,,,,edge_visible_within_3_meters,,,,,,,,"float_over,gopro_video_on_quadrat",,,,,,,-70.7805312618797,42.2481559364235
93,e9c17891-2743-4ba3-9bda-f97283a7520a,8/14/2019 8:58:40 PM,,8/14/2019 8:58:40 PM,,8/14/2019 8:57:00 PM,75,,,,edge_visible_within_3_meters,,,,,,,,float_over,,,,,,,-70.7805011328969,42.248342726419
94,bc632969-674d-4041-b59c-90e544685a21,8/14/2019 9:01:28 PM,,8/14/2019 9:01:28 PM,,8/14/2019 9:01:00 PM,other,,,,,,,,,,,,"float_over,gopro_video_on_quadrat",,,,,,,-70.7792516889371,42.2481988488939
95,17e89e65-e30d-47e8-b7ed-bc594aba47b4,8/14/2019 9:01:36 PM,,8/14/2019 9:01:36 PM,,8/14/2019 9:01:00 PM,other,,,,,,,,,,,,float_over,,,,,,,-70.7792887744222,42.248473693656
96,657c14a5-b90f-41b0-961f-d9a039a4829d,8/14/2019 9:02:08 PM,,8/14/2019 9:02:08 PM,,8/14/2019 9:01:00 PM,other,,,,,,,,,,seed_podsbranchiness,,"float_over,gopro_video_on_quadrat",,,,,,,-70.7793793755678,42.2482534405729
97,ab4ab676-7b40-4914-949a-53ae3fb6ec67,8/14/2019 9:03:11 PM,,8/14/2019 9:03:11 PM,,8/14/2019 9:02:00 PM,none,,,,,,,,,,,,float_over,,,,,,,-70.7794005494891,42.2481468399574
98,ee11621f-2b21-45f8-b4ce-cc0d8cb1b1e2,8/14/2019 9:04:25 PM,,8/14/2019 9:04:25 PM,,8/14/2019 9:04:00 PM,none,,,,edge_visible_within_3_meters,,,,,,,,float_over,,,,,,,-70.7795013394866,42.2482796945071
99,16ab7473-0357-4fb0-aed3-f7c6b78c6de8,8/14/2019 9:04:34 PM,,8/14/2019 9:04:34 PM,,8/14/2019 9:04:00 PM,50,,,,,,,larger_than_1_cm,,,seed_podsbranchiness,,"float_over,gopro_video_on_quadrat",,,,,,,-70.7795741203624,42.2480017346188
100,eb2895be-5841-44c2-ad43-64793779284a,8/14/2019 9:06:49 PM,,8/14/2019 9:06:49 PM,,8/14/2019 9:06:00 PM,none,,,,,,,,,,,,float_over,,,,,,,-70.7795252279106,42.2481096256918
101,b145cca6-8e34-4c7f-9bea-4c2d150299bc,8/14/2019 9:07:55 PM,,8/14/2019 9:07:55 PM,,8/14/2019 9:07:00 PM,50,,,,edge_visible_within_3_meters,,,,,,,,float_over,,,,,,,-70.7792952284876,42.2478686459756
102,4594b698-4a47-4ae2-846b-69a24d2131d7,8/14/2019 9:08:10 PM,,8/14/2019 9:08:10 PM,,8/14/2019 9:07:00 PM,75,,,,edge_visible_within_3_meters,,,"larger_than_1_cm,smaller_than_1_cm",,,,,float_over,,,,,,,-70.7793195144572,42.2478479270504
103,91486d6c-9456-44e2-bac1-7b030358a008,8/14/2019 9:09:34 PM,,8/14/2019 9:09:34 PM,,8/14/2019 9:08:00 PM,other,,,,,,,,,,,,float_over,,,,,,,-70.7792689093116,42.2477664705759
104,e42a37e6-9a74-485c-9514-1f65b5317695,8/14/2019 9:11:28 PM,,8/14/2019 9:11:28 PM,,8/14/2019 9:11:00 PM,other,,,,,,,,,,,,float_over,,,,,,,-70.77947166164,42.2475732268739
105,89979ad8-87c9-4b88-bcdd-833cbcfc1707,8/14/2019 9:12:14 PM,,8/14/2019 9:12:14 PM,,8/14/2019 9:12:00 PM,other,,,,,,,,,,,,"float_over,gopro_video_on_quadrat",,,,,,,-70.7792204180253,42.2477381888249
106,32866881-56c6-4db4-8d1a-a2c04dab5c80,8/14/2019 9:13:26 PM,,8/14/2019 9:13:26 PM,,8/14/2019 9:12:00 PM,other,,,,edge_visible_within_3_meters,,,,,,,,float_over,,,,,,,-70.7791795582238,42.2477014689168
107,7bf5836d-2280-444d-94c3-50490e48b9ef,8/14/2019 9:14:13 PM,,8/14/2019 9:14:13 PM,,8/14/2019 9:13:00 PM,100,,,,edge_visible_within_3_meters,,,,,,,,float_over,,,,,,,-70.7791222260061,42.2478718310988
108,c8f54eaf-abc9-465e-b7cf-041633d04aee,8/14/2019 9:14:16 PM,,8/14/2019 9:14:16 PM,,8/14/2019 9:13:00 PM,75,,,,edge_visible_within_3_meters,,,,,,,,float_over,,,,,,,-70.7790852977433,42.247855300693
109,b38101a5-97cd-4bdd-8111-b08a01021475,8/14/2019 9:17:03 PM,,8/14/2019 9:17:03 PM,,8/14/2019 9:16:00 PM,none,,,,,,,,,,,,float_over,,,,,,,-70.7762789992487,42.2489306850429
110,fed89a76-41f5-4953-888a-ccf605126674,8/14/2019 9:17:13 PM,,8/14/2019 9:17:13 PM,,8/14/2019 9:17:00 PM,none,,,,,,,,,,,,float_over,,,,,,,-70.7762487419609,42.2490346944353
111,70781dbe-203e-4a03-a8c4-f26f00524c07,8/14/2019 9:17:39 PM,,8/14/2019 9:17:39 PM,,8/14/2019 9:17:00 PM,25_,,,,edge_visible_within_3_meters,,,,,,,,float_over,,,,,,,-70.7762743445659,42.2494997525481
112,558b2f0a-86b3-4d59-bcfd-e258e73ebdf3,8/14/2019 9:17:57 PM,,8/14/2019 9:17:57 PM,,8/14/2019 9:17:00 PM,25_,,stony_cobble,,edge_visible_within_3_meters,,,,,,,,float_over,,,,,,,-70.7762386836771,42.2495560488126
113,8ca6a11b-8700-4db9-8fd7-76a9f7097d54,8/14/2019 9:19:11 PM,,8/14/2019 9:19:11 PM,,8/14/2019 9:19:00 PM,25_,,,,,,,,,,seed_podsbranchiness,,float_over,,,,,,,-70.7762284990319,42.2495705174893
114,24ca8e58-72f6-42d2-ab31-bb012aeb9b28,8/14/2019 9:19:51 PM,,8/14/2019 9:19:51 PM,,8/14/2019 9:19:00 PM,25_,,,,,spider_crab,,,,,,,float_over,,,,,,,-70.7762383678098,42.2495473529821
115,034047b2-c937-4e70-b483-2d4b33c21510,8/14/2019 9:20:50 PM,,8/14/2019 9:20:50 PM,,8/14/2019 9:20:00 PM,25_,,"shells,stony_cobble",,edge_visible_within_3_meters,spider_crab,,,,,seed_podsbranchiness,,"float_over,gopro_video_on_quadrat",,,,,,,-70.7762672439142,42.2495360890927
116,2ade5870-9e24-4ccc-b485-c951abfbedb4,8/14/2019 9:22:50 PM,,8/14/2019 9:22:50 PM,,8/14/2019 9:22:00 PM,25_,,,,,,,,,,,,float_over,,,,,,,-70.7763908441953,42.2499644294762
117,f5f81263-6c75-4d73-b210-7f1a6d8836be,8/14/2019 9:24:29 PM,,8/14/2019 9:24:29 PM,,8/14/2019 9:24:00 PM,25_,,"shells,stony_cobble",,edge_visible_within_3_meters,,,,,,,,float_over,,,,,,,-70.7757609800746,42.2497636644297
118,d75eb422-07cb-402c-9fef-0cdfa912a5cc,8/14/2019 9:25:54 PM,,8/14/2019 9:25:54 PM,,8/14/2019 9:24:00 PM,75,,shells,,edge_visible_within_3_meters,,,other,,none,,,float_over,,Oysters european,,,,,-70.7754440792564,42.2497259499899
119,0757d2d8-6fdd-4e15-90de-5d17bc4e1794,8/14/2019 9:25:56 PM,,8/14/2019 9:25:56 PM,,8/14/2019 9:25:00 PM,50,,shells,,edge_visible_within_3_meters,,,"larger_than_1_cm,orange,calciferous_coverage",,,,,float_over,,,,,,,-70.7755940122419,42.2498121105025
120,35b5376e-5f98-4a0e-8218-43a3d81fcdc9,8/14/2019 9:27:42 PM,,8/14/2019 9:27:42 PM,,8/14/2019 9:27:00 PM,25_,,,,edge_visible_within_3_meters,,,,,,,,float_over,,,,,,,-70.7756527999084,42.2496445579757
121,7027a3a4-e1be-4468-b662-82c265d4d5fa,8/14/2019 9:27:45 PM,,8/14/2019 9:27:45 PM,,8/14/2019 9:27:00 PM,25_,,"shells,stony_cobble",,edge_visible_within_3_meters,,,,,,,,float_over,,Oysters European ,,,,,-70.7754968852464,42.2495033685511
122,954fc242-aa0a-4446-b5be-80f0cab0b5d7,8/14/2019 9:29:26 PM,,8/14/2019 9:29:26 PM,,8/14/2019 9:29:00 PM,25_,,,,edge_visible_within_3_meters,,,,,,,,float_over,,,,,,,-70.7755994797412,42.2493640194109
123,9d723e6c-4fee-4109-825e-e6bce250a418,8/14/2019 9:30:24 PM,,8/14/2019 9:30:24 PM,,8/14/2019 9:30:00 PM,none,,,,,,,,,,,,float_over,,,,,,,-70.7757686065251,42.2494235569216
124,bddf98a9-c601-4699-b5f5-e4d621e7248a,8/14/2019 9:30:29 PM,,8/14/2019 9:30:29 PM,,8/14/2019 9:30:00 PM,none,,,,,,,,,,,,float_over,,,,,,,-70.7757196762327,42.2492606286353
125,0b948ebe-8901-4d26-a06a-95a8576d7d52,8/14/2019 9:31:02 PM,,8/14/2019 9:31:02 PM,,8/14/2019 9:30:00 PM,75,,,,,,,calciferous_coverage,,,,,float_over,,,,,,,-70.7757633394578,42.2493937925854
126,d2b51be8-7ebb-4048-8b74-f404b53142fb,8/14/2019 9:31:35 PM,,8/14/2019 9:31:35 PM,,8/14/2019 9:31:00 PM,none,,,,all_the_same_no_edge,,,,,,,,float_over,,,,,,,-70.7757961334481,42.2493433451369
127,51625374-c60d-4b05-a546-dbe79b06d462,8/14/2019 9:33:18 PM,,8/14/2019 9:33:18 PM,,8/14/2019 9:30:00 PM,75,,,,edge_visible_within_3_meters,,,,,,,,float_over,,,,,,,-70.7757758349839,42.2492276877558
128,edbfff97-f80f-4fbf-8c30-bd4b248b1e14,8/14/2019 9:33:30 PM,,8/14/2019 9:33:30 PM,,8/14/2019 9:33:00 PM,50,,,,edge_visible_within_3_meters,,,,,,,,float_over,,,,,,,-70.7749982561831,42.2496621335766
129,50fdee1b-75ac-4253-9c8d-d1745448c767,8/14/2019 9:33:53 PM,,8/14/2019 9:33:53 PM,,8/14/2019 9:33:00 PM,75,,,,edge_visible_within_3_meters,,,,,,,,float_over,,,,,,,-70.7749755308691,42.2500624834022
